name,label,description,p3,water_system_type,depth_of_borehole,number_of_users
138574826,Water system 1169 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574827,Water system 1170 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574828,Water system 1171 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574829,Water system 1172 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574830,Water system 1173 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574831,Water system 1174 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574832,Water system 1175 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574833,Water system 1176 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574834,Water system 1177 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574835,Water system 1178 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574836,Water system 1179 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574837,Water system 1180 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574838,Water system 1181 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574839,Water system 1182 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574840,Water system 1183 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574841,Water system 1184 – Spring protection,Protected spring with gravity-fed distribution,BF130004,spring_protection,,
138574842,Water system 1185 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574843,Water system 1186 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574844,Water system 1187 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574845,Water system 1188 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574846,Water system 1189 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574847,Water system 1190 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574848,Water system 1191 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574849,Water system 1192 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574850,Water system 1193 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574851,Water system 1194 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574852,Water system 1195 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138574853,Water system 1196 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574854,Water system 1197 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574855,Water system 1198 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574856,Water system 1199 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574857,Water system 1200 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574858,Water system 1201 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574859,Water system 1202 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574860,Water system 1203 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574861,Water system 1204 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574862,Water system 1205 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574863,Water system 1206 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574864,Water system 1207 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574865,Water system 1208 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574866,Water system 1209 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574867,Water system 1210 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574868,Water system 1211 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574869,Water system 1212 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574870,Water system 1213 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574871,Water system 1214 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138574872,Water system 1215 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138574873,Water system 1216 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574874,Water system 1217 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574875,Water system 1218 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574876,Water system 1219 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574877,Water system 1220 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574878,Water system 1221 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574879,Water system 1222 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574880,Water system 1223 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574881,Water system 1224 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138574882,Water system 1225 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574883,Water system 1226 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574884,Water system 1227 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574885,Water system 1228 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574886,Water system 1229 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574887,Water system 1230 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574888,Water system 1231 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574889,Water system 1232 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574890,Water system 1233 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574891,Water system 1234 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574892,Water system 1235 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574893,Water system 1236 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574894,Water system 1237 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574895,Water system 1238 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574896,Water system 1239 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574897,Water system 1240 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574898,Water system 1241 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138574899,Water system 1242 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574900,Water system 1243 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574901,Water system 1244 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574902,Water system 1245 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574903,Water system 1246 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138574904,Water system 1247 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574905,Water system 1248 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574906,Water system 1249 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574907,Water system 1250 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574908,Water system 1251 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574909,Water system 1252 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574910,Water system 1253 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138574911,Water system 1254 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574912,Water system 1255 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138574913,Water system 1256 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574914,Water system 1257 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574915,Water system 1258 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138574916,Water system 1259 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574917,Water system 1260 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574918,Water system 1261 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574919,Water system 1262 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574920,Water system 1263 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574921,Water system 1264 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574922,Water system 1265 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574923,Water system 1266 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574924,Water system 1267 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574925,Water system 1268 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574926,Water system 1269 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574927,Water system 1270 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138574928,Water system 1271 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138574929,Water system 1272 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574930,Water system 1273 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574931,Water system 1274 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574932,Water system 1275 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574933,Water system 1276 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574934,Water system 1277 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574935,Water system 1278 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138574936,Water system 1279 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138574937,Water system 1280 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574938,Water system 1281 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574939,Water system 1282 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574940,Water system 1283 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574941,Water system 1284 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574942,Water system 1285 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138574943,Water system 1286 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574944,Water system 1287 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574945,Water system 1288 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574946,Water system 1289 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574947,Water system 1290 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574948,Water system 1291 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574949,Water system 1292 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574950,Water system 1293 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574951,Water system 1294 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574952,Water system 1295 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138574953,Water system 1296 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574954,Water system 1297 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138574955,Water system 1298 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574956,Water system 1299 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574957,Water system 1300 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574958,Water system 1301 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574959,Water system 1302 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574960,Water system 1303 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574961,Water system 1304 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574962,Water system 1305 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574963,Water system 1306 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574964,Water system 1307 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574965,Water system 1308 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138574966,Water system 1309 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138574967,Water system 1310 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138574968,Water system 1311 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138574969,Water system 1312 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574970,Water system 1313 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574971,Water system 1314 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574972,Water system 1315 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574973,Water system 1316 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138574974,Water system 1317 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138574975,Water system 1318 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574976,Water system 1319 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574977,Water system 1320 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138574978,Water system 1321 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574979,Water system 1322 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138574980,Water system 1323 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574981,Water system 1324 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138574982,Water system 1325 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138574983,Water system 1326 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574984,Water system 1327 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138574985,Water system 1328 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138574986,Water system 1329 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138574987,Water system 1330 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138574988,Water system 1331 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574989,Water system 1332 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138574990,Water system 1333 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574991,Water system 1334 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138574992,Water system 1335 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138574993,Water system 1336 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138574994,Water system 1337 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138574995,Water system 1338 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138574996,Water system 1339 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138574997,Water system 1340 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138574998,Water system 1341 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138574999,Water system 1342 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138575000,Water system 1343 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138575001,Water system 1344 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138575002,Water system 1345 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138575003,Water system 1346 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138575004,Water system 1347 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138575005,Water system 1348 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138575006,Water system 1349 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138575007,Water system 1350 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138575008,Water system 1351 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138575009,Water system 1352 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138575010,Water system 1353 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138575011,Water system 1354 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575012,Water system 1355 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138575013,Water system 1356 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138575014,Water system 1357 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138575015,Water system 1358 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138575016,Water system 1359 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138575017,Water system 1360 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138575018,Water system 1361 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138575019,Water system 1362 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138575020,Water system 1363 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138575021,Water system 1364 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138575022,Water system 1365 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138575023,Water system 1366 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138575024,Water system 1367 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575025,Water system 1368 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138575026,Water system 1369 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138575027,Water system 1370 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138575028,Water system 1371 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138575029,Water system 1372 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575030,Water system 1373 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138575031,Water system 1374 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138575032,Water system 1375 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138575033,Water system 1376 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575034,Water system 1377 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138575035,Water system 1378 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138575036,Water system 1379 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138575037,Water system 1380 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138575038,Water system 1381 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138575039,Water system 1382 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138575040,Water system 1383 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138575041,Water system 1384 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138575042,Water system 1385 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138575043,Water system 1386 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138575044,Water system 1387 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138575045,Water system 1388 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138575046,Water system 1389 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138575047,Water system 1390 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138575048,Water system 1391 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138575049,Water system 1392 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138575050,Water system 1393 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138575051,Water system 1394 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575052,Water system 1395 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138575053,Water system 1396 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138575054,Water system 1397 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138575055,Water system 1398 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138575056,Water system 1399 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575057,Water system 1400 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138575058,Water system 1401 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138575059,Water system 1402 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138575060,Water system 1403 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138575061,Water system 1404 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138575062,Water system 1405 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138575063,Water system 1406 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138575064,Water system 1407 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138575065,Water system 1408 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575066,Water system 1409 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138575067,Water system 1410 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138575068,Water system 1411 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138575069,Water system 1412 – Point-of-use water treatment,Point-of-use water treatment programme,BF130003,point_of_use_water_treatment,,
138575070,Water system 1413 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138575071,Water system 1414 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138575072,Water system 1415 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138575073,Water system 1416 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138575074,Water system 1417 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575075,Water system 1418 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138575076,Water system 1419 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138575077,Water system 1420 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138575078,Water system 1421 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575079,Water system 1422 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138575080,Water system 1423 – Borehole with hand pump,Borehole with hand pump serving the community,BF130003,borehole_hand_pump,,
138575081,Water system 1424 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138575082,Water system 1425 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138575083,Water system 1426 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138575084,Water system 1427 – Spring protection,Protected spring with gravity-fed distribution,BF130004,spring_protection,,
138575085,Water system 1428 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138575086,Water system 1429 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138575087,Water system 1430 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575088,Water system 1431 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138575089,Water system 1432 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138575090,Water system 1433 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138575091,Water system 1434 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138575092,Water system 1435 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575093,Water system 1436 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138575094,Water system 1437 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138575095,Water system 1438 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138575096,Water system 1439 – Point-of-use water treatment,Point-of-use water treatment programme,BF130001,point_of_use_water_treatment,,
138575097,Water system 1440 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138575098,Water system 1441 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138575099,Water system 1442 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138575100,Water system 1443 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138575101,Water system 1444 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575102,Water system 1445 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138575103,Water system 1446 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138575104,Water system 1447 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138575105,Water system 1448 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138575106,Water system 1449 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138575107,Water system 1450 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138575108,Water system 1451 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138575109,Water system 1452 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
