name,label,system_id,description,distance_from_tank,sample_type
CCP_138574808_SRC,Water system 1151 – Water source / HP outlet,138574808,Water source critical control point,very_close,source
CCP_138574808_DST,Water system 1151 – Distribution tap / outlet,138574808,Distribution point critical control point,close,tap
CCP_138574809_SRC,Water system 1152 – Water source / HP outlet,138574809,Water source critical control point,medium,source
CCP_138574809_DST,Water system 1152 – Distribution tap / outlet,138574809,Distribution point critical control point,far,tap
CCP_138574810_SRC,Water system 1153 – Water source / HP outlet,138574810,Water source critical control point,unknown,source
CCP_138574810_DST,Water system 1153 – Distribution tap / outlet,138574810,Distribution point critical control point,very_close,tap
CCP_138574811_SRC,Water system 1154 – Water source / HP outlet,138574811,Water source critical control point,close,source
CCP_138574811_DST,Water system 1154 – Distribution tap / outlet,138574811,Distribution point critical control point,medium,tap
CCP_138574812_SRC,Water system 1155 – Water source / HP outlet,138574812,Water source critical control point,far,source
CCP_138574812_DST,Water system 1155 – Distribution tap / outlet,138574812,Distribution point critical control point,unknown,tap
CCP_138574813_SRC,Water system 1156 – Water source / HP outlet,138574813,Water source critical control point,very_close,source
CCP_138574813_DST,Water system 1156 – Distribution tap / outlet,138574813,Distribution point critical control point,close,tap
CCP_138574814_SRC,Water system 1157 – Water source / HP outlet,138574814,Water source critical control point,medium,source
CCP_138574814_DST,Water system 1157 – Distribution tap / outlet,138574814,Distribution point critical control point,far,tap
CCP_138574815_SRC,Water system 1158 – Water source / HP outlet,138574815,Water source critical control point,unknown,source
CCP_138574815_DST,Water system 1158 – Distribution tap / outlet,138574815,Distribution point critical control point,very_close,tap
CCP_138574816_SRC,Water system 1159 – Water source / HP outlet,138574816,Water source critical control point,close,source
CCP_138574816_DST,Water system 1159 – Distribution tap / outlet,138574816,Distribution point critical control point,medium,tap
CCP_138574817_SRC,Water system 1160 – Water source / HP outlet,138574817,Water source critical control point,far,source
CCP_138574817_DST,Water system 1160 – Distribution tap / outlet,138574817,Distribution point critical control point,unknown,tap
CCP_138574818_SRC,Water system 1161 – Water source / HP outlet,138574818,Water source critical control point,very_close,source
CCP_138574818_DST,Water system 1161 – Distribution tap / outlet,138574818,Distribution point critical control point,close,tap
CCP_138574819_SRC,Water system 1162 – Water source / HP outlet,138574819,Water source critical control point,medium,source
CCP_138574819_DST,Water system 1162 – Distribution tap / outlet,138574819,Distribution point critical control point,far,tap
CCP_138574820_SRC,Water system 1163 – Water source / HP outlet,138574820,Water source critical control point,unknown,source
CCP_138574820_DST,Water system 1163 – Distribution tap / outlet,138574820,Distribution point critical control point,very_close,tap
CCP_138574821_SRC,Water system 1164 – Water source / HP outlet,138574821,Water source critical control point,close,source
CCP_138574821_DST,Water system 1164 – Distribution tap / outlet,138574821,Distribution point critical control point,medium,tap
CCP_138574822_SRC,Water system 1165 – Water source / HP outlet,138574822,Water source critical control point,far,source
CCP_138574822_DST,Water system 1165 – Distribution tap / outlet,138574822,Distribution point critical control point,unknown,tap
CCP_138574823_SRC,Water system 1166 – Water source / HP outlet,138574823,Water source critical control point,very_close,source
CCP_138574823_DST,Water system 1166 – Distribution tap / outlet,138574823,Distribution point critical control point,close,tap
CCP_138574824_SRC,Water system 1167 – Water source / HP outlet,138574824,Water source critical control point,medium,source
CCP_138574824_DST,Water system 1167 – Distribution tap / outlet,138574824,Distribution point critical control point,far,tap
CCP_138574825_SRC,Water system 1168 – Water source / HP outlet,138574825,Water source critical control point,unknown,source
CCP_138574825_DST,Water system 1168 – Distribution tap / outlet,138574825,Distribution point critical control point,very_close,tap
CCP_138574826_SRC,Water system 1169 – Water source / HP outlet,138574826,Water source critical control point,close,source
CCP_138574826_DST,Water system 1169 – Distribution tap / outlet,138574826,Distribution point critical control point,medium,tap
CCP_138574827_SRC,Water system 1170 – Water source / HP outlet,138574827,Water source critical control point,far,source
CCP_138574827_DST,Water system 1170 – Distribution tap / outlet,138574827,Distribution point critical control point,unknown,tap
CCP_138574828_SRC,Water system 1171 – Water source / HP outlet,138574828,Water source critical control point,very_close,source
CCP_138574828_DST,Water system 1171 – Distribution tap / outlet,138574828,Distribution point critical control point,close,tap
CCP_138574829_SRC,Water system 1172 – Water source / HP outlet,138574829,Water source critical control point,medium,source
CCP_138574829_DST,Water system 1172 – Distribution tap / outlet,138574829,Distribution point critical control point,far,tap
CCP_138574830_SRC,Water system 1173 – Water source / HP outlet,138574830,Water source critical control point,unknown,source
CCP_138574830_DST,Water system 1173 – Distribution tap / outlet,138574830,Distribution point critical control point,very_close,tap
CCP_138574831_SRC,Water system 1174 – Water source / HP outlet,138574831,Water source critical control point,close,source
CCP_138574831_DST,Water system 1174 – Distribution tap / outlet,138574831,Distribution point critical control point,medium,tap
CCP_138574832_SRC,Water system 1175 – Water source / HP outlet,138574832,Water source critical control point,far,source
CCP_138574832_DST,Water system 1175 – Distribution tap / outlet,138574832,Distribution point critical control point,unknown,tap
CCP_138574833_SRC,Water system 1176 – Water source / HP outlet,138574833,Water source critical control point,very_close,source
CCP_138574833_DST,Water system 1176 – Distribution tap / outlet,138574833,Distribution point critical control point,close,tap
CCP_138574834_SRC,Water system 1177 – Water source / HP outlet,138574834,Water source critical control point,medium,source
CCP_138574834_DST,Water system 1177 – Distribution tap / outlet,138574834,Distribution point critical control point,far,tap
CCP_138574835_SRC,Water system 1178 – Water source / HP outlet,138574835,Water source critical control point,unknown,source
CCP_138574835_DST,Water system 1178 – Distribution tap / outlet,138574835,Distribution point critical control point,very_close,tap
CCP_138574836_SRC,Water system 1179 – Water source / HP outlet,138574836,Water source critical control point,close,source
CCP_138574836_DST,Water system 1179 – Distribution tap / outlet,138574836,Distribution point critical control point,medium,tap
CCP_138574837_SRC,Water system 1180 – Water source / HP outlet,138574837,Water source critical control point,far,source
CCP_138574837_DST,Water system 1180 – Distribution tap / outlet,138574837,Distribution point critical control point,unknown,tap
CCP_138574838_SRC,Water system 1181 – Water source / HP outlet,138574838,Water source critical control point,very_close,source
CCP_138574838_DST,Water system 1181 – Distribution tap / outlet,138574838,Distribution point critical control point,close,tap
CCP_138574839_SRC,Water system 1182 – Water source / HP outlet,138574839,Water source critical control point,medium,source
CCP_138574839_DST,Water system 1182 – Distribution tap / outlet,138574839,Distribution point critical control point,far,tap
CCP_138574840_SRC,Water system 1183 – Water source / HP outlet,138574840,Water source critical control point,unknown,source
CCP_138574840_DST,Water system 1183 – Distribution tap / outlet,138574840,Distribution point critical control point,very_close,tap
CCP_138574841_SRC,Water system 1184 – Water source / HP outlet,138574841,Water source critical control point,close,source
CCP_138574841_DST,Water system 1184 – Distribution tap / outlet,138574841,Distribution point critical control point,medium,tap
CCP_138574842_SRC,Water system 1185 – Water source / HP outlet,138574842,Water source critical control point,far,source
CCP_138574842_DST,Water system 1185 – Distribution tap / outlet,138574842,Distribution point critical control point,unknown,tap
CCP_138574843_SRC,Water system 1186 – Water source / HP outlet,138574843,Water source critical control point,very_close,source
CCP_138574843_DST,Water system 1186 – Distribution tap / outlet,138574843,Distribution point critical control point,close,tap
CCP_138574844_SRC,Water system 1187 – Water source / HP outlet,138574844,Water source critical control point,medium,source
CCP_138574844_DST,Water system 1187 – Distribution tap / outlet,138574844,Distribution point critical control point,far,tap
CCP_138574845_SRC,Water system 1188 – Water source / HP outlet,138574845,Water source critical control point,unknown,source
CCP_138574845_DST,Water system 1188 – Distribution tap / outlet,138574845,Distribution point critical control point,very_close,tap
CCP_138574846_SRC,Water system 1189 – Water source / HP outlet,138574846,Water source critical control point,close,source
CCP_138574846_DST,Water system 1189 – Distribution tap / outlet,138574846,Distribution point critical control point,medium,tap
CCP_138574847_SRC,Water system 1190 – Water source / HP outlet,138574847,Water source critical control point,far,source
CCP_138574847_DST,Water system 1190 – Distribution tap / outlet,138574847,Distribution point critical control point,unknown,tap
CCP_138574848_SRC,Water system 1191 – Water source / HP outlet,138574848,Water source critical control point,very_close,source
CCP_138574848_DST,Water system 1191 – Distribution tap / outlet,138574848,Distribution point critical control point,close,tap
CCP_138574849_SRC,Water system 1192 – Water source / HP outlet,138574849,Water source critical control point,medium,source
CCP_138574849_DST,Water system 1192 – Distribution tap / outlet,138574849,Distribution point critical control point,far,tap
CCP_138574850_SRC,Water system 1193 – Water source / HP outlet,138574850,Water source critical control point,unknown,source
CCP_138574850_DST,Water system 1193 – Distribution tap / outlet,138574850,Distribution point critical control point,very_close,tap
CCP_138574851_SRC,Water system 1194 – Water source / HP outlet,138574851,Water source critical control point,close,source
CCP_138574851_DST,Water system 1194 – Distribution tap / outlet,138574851,Distribution point critical control point,medium,tap
CCP_138574852_SRC,Water system 1195 – Water source / HP outlet,138574852,Water source critical control point,far,source
CCP_138574852_DST,Water system 1195 – Distribution tap / outlet,138574852,Distribution point critical control point,unknown,tap
CCP_138574853_SRC,Water system 1196 – Water source / HP outlet,138574853,Water source critical control point,very_close,source
CCP_138574853_DST,Water system 1196 – Distribution tap / outlet,138574853,Distribution point critical control point,close,tap
CCP_138574854_SRC,Water system 1197 – Water source / HP outlet,138574854,Water source critical control point,medium,source
CCP_138574854_DST,Water system 1197 – Distribution tap / outlet,138574854,Distribution point critical control point,far,tap
CCP_138574855_SRC,Water system 1198 – Water source / HP outlet,138574855,Water source critical control point,unknown,source
CCP_138574855_DST,Water system 1198 – Distribution tap / outlet,138574855,Distribution point critical control point,very_close,tap
CCP_138574856_SRC,Water system 1199 – Water source / HP outlet,138574856,Water source critical control point,close,source
CCP_138574856_DST,Water system 1199 – Distribution tap / outlet,138574856,Distribution point critical control point,medium,tap
CCP_138574857_SRC,Water system 1200 – Water source / HP outlet,138574857,Water source critical control point,far,source
CCP_138574857_DST,Water system 1200 – Distribution tap / outlet,138574857,Distribution point critical control point,unknown,tap
CCP_138574858_SRC,Water system 1201 – Water source / HP outlet,138574858,Water source critical control point,very_close,source
CCP_138574858_DST,Water system 1201 – Distribution tap / outlet,138574858,Distribution point critical control point,close,tap
CCP_138574859_SRC,Water system 1202 – Water source / HP outlet,138574859,Water source critical control point,medium,source
CCP_138574859_DST,Water system 1202 – Distribution tap / outlet,138574859,Distribution point critical control point,far,tap
CCP_138574860_SRC,Water system 1203 – Water source / HP outlet,138574860,Water source critical control point,unknown,source
CCP_138574860_DST,Water system 1203 – Distribution tap / outlet,138574860,Distribution point critical control point,very_close,tap
CCP_138574861_SRC,Water system 1204 – Water source / HP outlet,138574861,Water source critical control point,close,source
CCP_138574861_DST,Water system 1204 – Distribution tap / outlet,138574861,Distribution point critical control point,medium,tap
CCP_138574862_SRC,Water system 1205 – Water source / HP outlet,138574862,Water source critical control point,far,source
CCP_138574862_DST,Water system 1205 – Distribution tap / outlet,138574862,Distribution point critical control point,unknown,tap
CCP_138574863_SRC,Water system 1206 – Water source / HP outlet,138574863,Water source critical control point,very_close,source
CCP_138574863_DST,Water system 1206 – Distribution tap / outlet,138574863,Distribution point critical control point,close,tap
CCP_138574864_SRC,Water system 1207 – Water source / HP outlet,138574864,Water source critical control point,medium,source
CCP_138574864_DST,Water system 1207 – Distribution tap / outlet,138574864,Distribution point critical control point,far,tap
CCP_138574865_SRC,Water system 1208 – Water source / HP outlet,138574865,Water source critical control point,unknown,source
CCP_138574865_DST,Water system 1208 – Distribution tap / outlet,138574865,Distribution point critical control point,very_close,tap
CCP_138574866_SRC,Water system 1209 – Water source / HP outlet,138574866,Water source critical control point,close,source
CCP_138574866_DST,Water system 1209 – Distribution tap / outlet,138574866,Distribution point critical control point,medium,tap
CCP_138574867_SRC,Water system 1210 – Water source / HP outlet,138574867,Water source critical control point,far,source
CCP_138574867_DST,Water system 1210 – Distribution tap / outlet,138574867,Distribution point critical control point,unknown,tap
CCP_138574868_SRC,Water system 1211 – Water source / HP outlet,138574868,Water source critical control point,very_close,source
CCP_138574868_DST,Water system 1211 – Distribution tap / outlet,138574868,Distribution point critical control point,close,tap
CCP_138574869_SRC,Water system 1212 – Water source / HP outlet,138574869,Water source critical control point,medium,source
CCP_138574869_DST,Water system 1212 – Distribution tap / outlet,138574869,Distribution point critical control point,far,tap
CCP_138574870_SRC,Water system 1213 – Water source / HP outlet,138574870,Water source critical control point,unknown,source
CCP_138574870_DST,Water system 1213 – Distribution tap / outlet,138574870,Distribution point critical control point,very_close,tap
CCP_138574871_SRC,Water system 1214 – Water source / HP outlet,138574871,Water source critical control point,close,source
CCP_138574871_DST,Water system 1214 – Distribution tap / outlet,138574871,Distribution point critical control point,medium,tap
CCP_138574872_SRC,Water system 1215 – Water source / HP outlet,138574872,Water source critical control point,far,source
CCP_138574872_DST,Water system 1215 – Distribution tap / outlet,138574872,Distribution point critical control point,unknown,tap
CCP_138574873_SRC,Water system 1216 – Water source / HP outlet,138574873,Water source critical control point,very_close,source
CCP_138574873_DST,Water system 1216 – Distribution tap / outlet,138574873,Distribution point critical control point,close,tap
CCP_138574874_SRC,Water system 1217 – Water source / HP outlet,138574874,Water source critical control point,medium,source
CCP_138574874_DST,Water system 1217 – Distribution tap / outlet,138574874,Distribution point critical control point,far,tap
CCP_138574875_SRC,Water system 1218 – Water source / HP outlet,138574875,Water source critical control point,unknown,source
CCP_138574875_DST,Water system 1218 – Distribution tap / outlet,138574875,Distribution point critical control point,very_close,tap
CCP_138574876_SRC,Water system 1219 – Water source / HP outlet,138574876,Water source critical control point,close,source
CCP_138574876_DST,Water system 1219 – Distribution tap / outlet,138574876,Distribution point critical control point,medium,tap
CCP_138574877_SRC,Water system 1220 – Water source / HP outlet,138574877,Water source critical control point,far,source
CCP_138574877_DST,Water system 1220 – Distribution tap / outlet,138574877,Distribution point critical control point,unknown,tap
CCP_138574878_SRC,Water system 1221 – Water source / HP outlet,138574878,Water source critical control point,very_close,source
CCP_138574878_DST,Water system 1221 – Distribution tap / outlet,138574878,Distribution point critical control point,close,tap
CCP_138574879_SRC,Water system 1222 – Water source / HP outlet,138574879,Water source critical control point,medium,source
CCP_138574879_DST,Water system 1222 – Distribution tap / outlet,138574879,Distribution point critical control point,far,tap
CCP_138574880_SRC,Water system 1223 – Water source / HP outlet,138574880,Water source critical control point,unknown,source
CCP_138574880_DST,Water system 1223 – Distribution tap / outlet,138574880,Distribution point critical control point,very_close,tap
CCP_138574881_SRC,Water system 1224 – Water source / HP outlet,138574881,Water source critical control point,close,source
CCP_138574881_DST,Water system 1224 – Distribution tap / outlet,138574881,Distribution point critical control point,medium,tap
CCP_138574882_SRC,Water system 1225 – Water source / HP outlet,138574882,Water source critical control point,far,source
CCP_138574882_DST,Water system 1225 – Distribution tap / outlet,138574882,Distribution point critical control point,unknown,tap
CCP_138574883_SRC,Water system 1226 – Water source / HP outlet,138574883,Water source critical control point,very_close,source
CCP_138574883_DST,Water system 1226 – Distribution tap / outlet,138574883,Distribution point critical control point,close,tap
CCP_138574884_SRC,Water system 1227 – Water source / HP outlet,138574884,Water source critical control point,medium,source
CCP_138574884_DST,Water system 1227 – Distribution tap / outlet,138574884,Distribution point critical control point,far,tap
CCP_138574885_SRC,Water system 1228 – Water source / HP outlet,138574885,Water source critical control point,unknown,source
CCP_138574885_DST,Water system 1228 – Distribution tap / outlet,138574885,Distribution point critical control point,very_close,tap
CCP_138574886_SRC,Water system 1229 – Water source / HP outlet,138574886,Water source critical control point,close,source
CCP_138574886_DST,Water system 1229 – Distribution tap / outlet,138574886,Distribution point critical control point,medium,tap
CCP_138574887_SRC,Water system 1230 – Water source / HP outlet,138574887,Water source critical control point,far,source
CCP_138574887_DST,Water system 1230 – Distribution tap / outlet,138574887,Distribution point critical control point,unknown,tap
CCP_138574888_SRC,Water system 1231 – Water source / HP outlet,138574888,Water source critical control point,very_close,source
CCP_138574888_DST,Water system 1231 – Distribution tap / outlet,138574888,Distribution point critical control point,close,tap
CCP_138574889_SRC,Water system 1232 – Water source / HP outlet,138574889,Water source critical control point,medium,source
CCP_138574889_DST,Water system 1232 – Distribution tap / outlet,138574889,Distribution point critical control point,far,tap
CCP_138574890_SRC,Water system 1233 – Water source / HP outlet,138574890,Water source critical control point,unknown,source
CCP_138574890_DST,Water system 1233 – Distribution tap / outlet,138574890,Distribution point critical control point,very_close,tap
CCP_138574891_SRC,Water system 1234 – Water source / HP outlet,138574891,Water source critical control point,close,source
CCP_138574891_DST,Water system 1234 – Distribution tap / outlet,138574891,Distribution point critical control point,medium,tap
CCP_138574892_SRC,Water system 1235 – Water source / HP outlet,138574892,Water source critical control point,far,source
CCP_138574892_DST,Water system 1235 – Distribution tap / outlet,138574892,Distribution point critical control point,unknown,tap
CCP_138574893_SRC,Water system 1236 – Water source / HP outlet,138574893,Water source critical control point,very_close,source
CCP_138574893_DST,Water system 1236 – Distribution tap / outlet,138574893,Distribution point critical control point,close,tap
CCP_138574894_SRC,Water system 1237 – Water source / HP outlet,138574894,Water source critical control point,medium,source
CCP_138574894_DST,Water system 1237 – Distribution tap / outlet,138574894,Distribution point critical control point,far,tap
CCP_138574895_SRC,Water system 1238 – Water source / HP outlet,138574895,Water source critical control point,unknown,source
CCP_138574895_DST,Water system 1238 – Distribution tap / outlet,138574895,Distribution point critical control point,very_close,tap
CCP_138574896_SRC,Water system 1239 – Water source / HP outlet,138574896,Water source critical control point,close,source
CCP_138574896_DST,Water system 1239 – Distribution tap / outlet,138574896,Distribution point critical control point,medium,tap
CCP_138574897_SRC,Water system 1240 – Water source / HP outlet,138574897,Water source critical control point,far,source
CCP_138574897_DST,Water system 1240 – Distribution tap / outlet,138574897,Distribution point critical control point,unknown,tap
CCP_138574898_SRC,Water system 1241 – Water source / HP outlet,138574898,Water source critical control point,very_close,source
CCP_138574898_DST,Water system 1241 – Distribution tap / outlet,138574898,Distribution point critical control point,close,tap
CCP_138574899_SRC,Water system 1242 – Water source / HP outlet,138574899,Water source critical control point,medium,source
CCP_138574899_DST,Water system 1242 – Distribution tap / outlet,138574899,Distribution point critical control point,far,tap
CCP_138574900_SRC,Water system 1243 – Water source / HP outlet,138574900,Water source critical control point,unknown,source
CCP_138574900_DST,Water system 1243 – Distribution tap / outlet,138574900,Distribution point critical control point,very_close,tap
CCP_138574901_SRC,Water system 1244 – Water source / HP outlet,138574901,Water source critical control point,close,source
CCP_138574901_DST,Water system 1244 – Distribution tap / outlet,138574901,Distribution point critical control point,medium,tap
CCP_138574902_SRC,Water system 1245 – Water source / HP outlet,138574902,Water source critical control point,far,source
CCP_138574902_DST,Water system 1245 – Distribution tap / outlet,138574902,Distribution point critical control point,unknown,tap
CCP_138574903_SRC,Water system 1246 – Water source / HP outlet,138574903,Water source critical control point,very_close,source
CCP_138574903_DST,Water system 1246 – Distribution tap / outlet,138574903,Distribution point critical control point,close,tap
CCP_138574904_SRC,Water system 1247 – Water source / HP outlet,138574904,Water source critical control point,medium,source
CCP_138574904_DST,Water system 1247 – Distribution tap / outlet,138574904,Distribution point critical control point,far,tap
CCP_138574905_SRC,Water system 1248 – Water source / HP outlet,138574905,Water source critical control point,unknown,source
CCP_138574905_DST,Water system 1248 – Distribution tap / outlet,138574905,Distribution point critical control point,very_close,tap
CCP_138574906_SRC,Water system 1249 – Water source / HP outlet,138574906,Water source critical control point,close,source
CCP_138574906_DST,Water system 1249 – Distribution tap / outlet,138574906,Distribution point critical control point,medium,tap
CCP_138574907_SRC,Water system 1250 – Water source / HP outlet,138574907,Water source critical control point,far,source
CCP_138574907_DST,Water system 1250 – Distribution tap / outlet,138574907,Distribution point critical control point,unknown,tap
CCP_138574908_SRC,Water system 1251 – Water source / HP outlet,138574908,Water source critical control point,very_close,source
CCP_138574908_DST,Water system 1251 – Distribution tap / outlet,138574908,Distribution point critical control point,close,tap
CCP_138574909_SRC,Water system 1252 – Water source / HP outlet,138574909,Water source critical control point,medium,source
CCP_138574909_DST,Water system 1252 – Distribution tap / outlet,138574909,Distribution point critical control point,far,tap
CCP_138574910_SRC,Water system 1253 – Water source / HP outlet,138574910,Water source critical control point,unknown,source
CCP_138574910_DST,Water system 1253 – Distribution tap / outlet,138574910,Distribution point critical control point,very_close,tap
CCP_138574911_SRC,Water system 1254 – Water source / HP outlet,138574911,Water source critical control point,close,source
CCP_138574911_DST,Water system 1254 – Distribution tap / outlet,138574911,Distribution point critical control point,medium,tap
CCP_138574912_SRC,Water system 1255 – Water source / HP outlet,138574912,Water source critical control point,far,source
CCP_138574912_DST,Water system 1255 – Distribution tap / outlet,138574912,Distribution point critical control point,unknown,tap
CCP_138574913_SRC,Water system 1256 – Water source / HP outlet,138574913,Water source critical control point,very_close,source
CCP_138574913_DST,Water system 1256 – Distribution tap / outlet,138574913,Distribution point critical control point,close,tap
CCP_138574914_SRC,Water system 1257 – Water source / HP outlet,138574914,Water source critical control point,medium,source
CCP_138574914_DST,Water system 1257 – Distribution tap / outlet,138574914,Distribution point critical control point,far,tap
CCP_138574915_SRC,Water system 1258 – Water source / HP outlet,138574915,Water source critical control point,unknown,source
CCP_138574915_DST,Water system 1258 – Distribution tap / outlet,138574915,Distribution point critical control point,very_close,tap
CCP_138574916_SRC,Water system 1259 – Water source / HP outlet,138574916,Water source critical control point,close,source
CCP_138574916_DST,Water system 1259 – Distribution tap / outlet,138574916,Distribution point critical control point,medium,tap
CCP_138574917_SRC,Water system 1260 – Water source / HP outlet,138574917,Water source critical control point,far,source
CCP_138574917_DST,Water system 1260 – Distribution tap / outlet,138574917,Distribution point critical control point,unknown,tap
CCP_138574918_SRC,Water system 1261 – Water source / HP outlet,138574918,Water source critical control point,very_close,source
CCP_138574918_DST,Water system 1261 – Distribution tap / outlet,138574918,Distribution point critical control point,close,tap
CCP_138574919_SRC,Water system 1262 – Water source / HP outlet,138574919,Water source critical control point,medium,source
CCP_138574919_DST,Water system 1262 – Distribution tap / outlet,138574919,Distribution point critical control point,far,tap
CCP_138574920_SRC,Water system 1263 – Water source / HP outlet,138574920,Water source critical control point,unknown,source
CCP_138574920_DST,Water system 1263 – Distribution tap / outlet,138574920,Distribution point critical control point,very_close,tap
CCP_138574921_SRC,Water system 1264 – Water source / HP outlet,138574921,Water source critical control point,close,source
CCP_138574921_DST,Water system 1264 – Distribution tap / outlet,138574921,Distribution point critical control point,medium,tap
CCP_138574922_SRC,Water system 1265 – Water source / HP outlet,138574922,Water source critical control point,far,source
CCP_138574922_DST,Water system 1265 – Distribution tap / outlet,138574922,Distribution point critical control point,unknown,tap
CCP_138574923_SRC,Water system 1266 – Water source / HP outlet,138574923,Water source critical control point,very_close,source
CCP_138574923_DST,Water system 1266 – Distribution tap / outlet,138574923,Distribution point critical control point,close,tap
CCP_138574924_SRC,Water system 1267 – Water source / HP outlet,138574924,Water source critical control point,medium,source
CCP_138574924_DST,Water system 1267 – Distribution tap / outlet,138574924,Distribution point critical control point,far,tap
CCP_138574925_SRC,Water system 1268 – Water source / HP outlet,138574925,Water source critical control point,unknown,source
CCP_138574925_DST,Water system 1268 – Distribution tap / outlet,138574925,Distribution point critical control point,very_close,tap
CCP_138574926_SRC,Water system 1269 – Water source / HP outlet,138574926,Water source critical control point,close,source
CCP_138574926_DST,Water system 1269 – Distribution tap / outlet,138574926,Distribution point critical control point,medium,tap
CCP_138574927_SRC,Water system 1270 – Water source / HP outlet,138574927,Water source critical control point,far,source
CCP_138574927_DST,Water system 1270 – Distribution tap / outlet,138574927,Distribution point critical control point,unknown,tap
CCP_138574928_SRC,Water system 1271 – Water source / HP outlet,138574928,Water source critical control point,very_close,source
CCP_138574928_DST,Water system 1271 – Distribution tap / outlet,138574928,Distribution point critical control point,close,tap
CCP_138574929_SRC,Water system 1272 – Water source / HP outlet,138574929,Water source critical control point,medium,source
CCP_138574929_DST,Water system 1272 – Distribution tap / outlet,138574929,Distribution point critical control point,far,tap
CCP_138574930_SRC,Water system 1273 – Water source / HP outlet,138574930,Water source critical control point,unknown,source
CCP_138574930_DST,Water system 1273 – Distribution tap / outlet,138574930,Distribution point critical control point,very_close,tap
CCP_138574931_SRC,Water system 1274 – Water source / HP outlet,138574931,Water source critical control point,close,source
CCP_138574931_DST,Water system 1274 – Distribution tap / outlet,138574931,Distribution point critical control point,medium,tap
CCP_138574932_SRC,Water system 1275 – Water source / HP outlet,138574932,Water source critical control point,far,source
CCP_138574932_DST,Water system 1275 – Distribution tap / outlet,138574932,Distribution point critical control point,unknown,tap
CCP_138574933_SRC,Water system 1276 – Water source / HP outlet,138574933,Water source critical control point,very_close,source
CCP_138574933_DST,Water system 1276 – Distribution tap / outlet,138574933,Distribution point critical control point,close,tap
CCP_138574934_SRC,Water system 1277 – Water source / HP outlet,138574934,Water source critical control point,medium,source
CCP_138574934_DST,Water system 1277 – Distribution tap / outlet,138574934,Distribution point critical control point,far,tap
CCP_138574935_SRC,Water system 1278 – Water source / HP outlet,138574935,Water source critical control point,unknown,source
CCP_138574935_DST,Water system 1278 – Distribution tap / outlet,138574935,Distribution point critical control point,very_close,tap
CCP_138574936_SRC,Water system 1279 – Water source / HP outlet,138574936,Water source critical control point,close,source
CCP_138574936_DST,Water system 1279 – Distribution tap / outlet,138574936,Distribution point critical control point,medium,tap
CCP_138574937_SRC,Water system 1280 – Water source / HP outlet,138574937,Water source critical control point,far,source
CCP_138574937_DST,Water system 1280 – Distribution tap / outlet,138574937,Distribution point critical control point,unknown,tap
CCP_138574938_SRC,Water system 1281 – Water source / HP outlet,138574938,Water source critical control point,very_close,source
CCP_138574938_DST,Water system 1281 – Distribution tap / outlet,138574938,Distribution point critical control point,close,tap
CCP_138574939_SRC,Water system 1282 – Water source / HP outlet,138574939,Water source critical control point,medium,source
CCP_138574939_DST,Water system 1282 – Distribution tap / outlet,138574939,Distribution point critical control point,far,tap
CCP_138574940_SRC,Water system 1283 – Water source / HP outlet,138574940,Water source critical control point,unknown,source
CCP_138574940_DST,Water system 1283 – Distribution tap / outlet,138574940,Distribution point critical control point,very_close,tap
CCP_138574941_SRC,Water system 1284 – Water source / HP outlet,138574941,Water source critical control point,close,source
CCP_138574941_DST,Water system 1284 – Distribution tap / outlet,138574941,Distribution point critical control point,medium,tap
CCP_138574942_SRC,Water system 1285 – Water source / HP outlet,138574942,Water source critical control point,far,source
CCP_138574942_DST,Water system 1285 – Distribution tap / outlet,138574942,Distribution point critical control point,unknown,tap
CCP_138574943_SRC,Water system 1286 – Water source / HP outlet,138574943,Water source critical control point,very_close,source
CCP_138574943_DST,Water system 1286 – Distribution tap / outlet,138574943,Distribution point critical control point,close,tap
CCP_138574944_SRC,Water system 1287 – Water source / HP outlet,138574944,Water source critical control point,medium,source
CCP_138574944_DST,Water system 1287 – Distribution tap / outlet,138574944,Distribution point critical control point,far,tap
CCP_138574945_SRC,Water system 1288 – Water source / HP outlet,138574945,Water source critical control point,unknown,source
CCP_138574945_DST,Water system 1288 – Distribution tap / outlet,138574945,Distribution point critical control point,very_close,tap
CCP_138574946_SRC,Water system 1289 – Water source / HP outlet,138574946,Water source critical control point,close,source
CCP_138574946_DST,Water system 1289 – Distribution tap / outlet,138574946,Distribution point critical control point,medium,tap
CCP_138574947_SRC,Water system 1290 – Water source / HP outlet,138574947,Water source critical control point,far,source
CCP_138574947_DST,Water system 1290 – Distribution tap / outlet,138574947,Distribution point critical control point,unknown,tap
CCP_138574948_SRC,Water system 1291 – Water source / HP outlet,138574948,Water source critical control point,very_close,source
CCP_138574948_DST,Water system 1291 – Distribution tap / outlet,138574948,Distribution point critical control point,close,tap
CCP_138574949_SRC,Water system 1292 – Water source / HP outlet,138574949,Water source critical control point,medium,source
CCP_138574949_DST,Water system 1292 – Distribution tap / outlet,138574949,Distribution point critical control point,far,tap
CCP_138574950_SRC,Water system 1293 – Water source / HP outlet,138574950,Water source critical control point,unknown,source
CCP_138574950_DST,Water system 1293 – Distribution tap / outlet,138574950,Distribution point critical control point,very_close,tap
CCP_138574951_SRC,Water system 1294 – Water source / HP outlet,138574951,Water source critical control point,close,source
CCP_138574951_DST,Water system 1294 – Distribution tap / outlet,138574951,Distribution point critical control point,medium,tap
